id,equip_coordonnees,inst_numero,inst_nom,equip_type_name,equip_type_famille,aps_name,equip_acc_libre,equip_url,inst_adresse,new_code,equip_prop_nom,equip_gest_type,inst_acc_handi_bool
178298,"{'lon': 5.642162, 'lat': 43.372856}",I130070015,TERRAIN MULTISPORTS ECOLE LOUIS ARAGON,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,LA BARDELINE,13007,,Commune,true
178299,"{'lon': 5.176689, 'lat': 43.629734}",I130090001,TENNIS DE LA BARBEN,Court de tennis,Court de tennis,['Tennis'],false,,1 PLACE FORBIN,13009,,Commune,false
178300,"{'lon': 5.180931, 'lat': 43.62778}",I130090003,CITY PARC ANDRE CORVAJA,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)']",true,,CHEMIN DE LA CARRAIRE,13009,,Commune,true
178303,"{'lon': 5.1405, 'lat': 43.4657}",I130140018,CLUB NAUTIQUE BERROIS,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,"['Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing', 'Planche à Voile']",false,,plage de champigny,13014,,Association(s),false
178305,"{'lon': 5.19162, 'lat': 43.53185}",I130140019,CENTRE EQUESTRE LA SABRETACHE,Carrière de dressage/rond de longe,Equipement équestre,"['Dressage', ""Saut d'obstacle""]",false,,4420 JEAN PIERRE LYON DOMAINE DE LA LAUVE,13014,,Association(s),false
178307,"{'lon': 5.41704, 'lat': 43.44595}",I130150011,TENNIS MUNICIPAUX,Court de tennis,Court de tennis,['Tennis'],false,,QUARTIER LA SALLE,13015,,Association(s),false
178309,"{'lon': 5.59561, 'lat': 43.39371}",I130160001,BOULODROME,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],true,,AVENUE DE LA GARE,13016,,Commune,false
178310,"{'lon': 4.684645, 'lat': 43.850343}",I130170004,ARENES,Arènes,Divers équipements,['Course camarguaise'],false,,CHEMIN DE LA LONGUE VUE,13017,,Commune,false
178311,"{'lon': 4.93803, 'lat': 43.84909}",I130180003,LA CABANE AUX PONEYS,Carrière,Equipement équestre,"['Attelage', 'Dressage', 'Equitation', 'Horse - Ball', ""Saut d'obstacle""]",false,,ROUTE DE VERQUIERES,13018,,Etablissement privé commercial,false
178312,"{'lon': 4.94804, 'lat': 43.86088}",I130180005,BOULODROME,Terrain de pétanque,Boulodrome,,true,,,13018,,Commune,true
178315,"{'lon': 5.37878, 'lat': 43.44312}",I130190010,Massif Spéléologique du Bassin de l'Arc,Espace de pratique spéléologique,Divers équipements Sports de nature,['Spéléologie'],true,,bassin de l'arc,13019,,Association(s),false
178316,"{'lon': 5.543998, 'lat': 43.39665}",I130200005,MAISON DES ASSOCIATIONS,Salle de danse,Salle ou terrain spécialisé,"['Autres Danses', 'Gymnastique volontaire']",false,,CD 7 PARKING LES OLIVIERS,13020,,Commune,false
178318,"{'lon': 5.141527, 'lat': 43.329553}",I130210004,PLAGES DE CARRY-LE-ROUET,Baignade aménagée,Site d'activités aquatiques et nautiques,['Baignade loisirs'],true,,,13021,,Commune,true
178320,"{'lon': 5.137478, 'lat': 43.32657}",I130210012,MER MEDITERRANEE SITES DE PLONGEE,Site de plongée,Site d'activités aquatiques et nautiques,"[""Plongée d'exploration / Photographie subaquatique"", 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13021,,Commune,false
178324,"{'lon': 5.61306, 'lat': 43.23888}",I130230008,Massif Spéléologique du Bassin du Beausset,Site de spéléologie sportive et/ou éducative,Divers équipements Sports de nature,['Spéléologie'],true,,,13023,,Association(s),false
178325,"{'lon': 5.24927, 'lat': 43.71368}",I130240001,LE ROYAUME DES ARBRES,Parcours Acrobatique en Hauteur/Site d'accrobranche,Divers équipements Sports de nature,['Escalade dans les arbres'],false,,AVENUE DES BOIS,13024,,Etablissement privé commercial,false
178327,"{'lon': 5.250163, 'lat': 43.719628}",I130240012,CITYSTADES,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",true,,BOULEVARD DE LA DURANCE,13024,,Commune,false
178328,"{'lon': 5.14872, 'lat': 43.38289}",I130260001,SITE D'ESCALADE DE CHATEAUNEUF LES MARTIGUES,Site d'escalade en falaise,Divers équipements Sports de nature,['Escalade'],true,,,13026,,Privé non commercial,false
178330,"{'lon': 5.118, 'lat': 43.4034}",I130260007,BASE NAUTIQUE GERARD PORET,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,"['Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing', 'Planche à Voile', 'Ski nautique classique / Course / à figures libres / nupieds / Kneeboard / Wake-board']",false,,63 RUE DES 3 FRERES LA MEDE,13026,PORT AUTONOME,Association(s),true
178332,"{'lon': 4.84672, 'lat': 43.87303}",I130270003,"PONEY CLUB DES TOURS ""JUSTINE DEBARD""",Carrière,Equipement équestre,"['Equitation', ""Saut d'obstacle""]",false,,211 CHEMIN SAINT GABRIEL,13027,,Etablissement privé commercial,false
178335,"{'lon': 4.870725, 'lat': 43.880115}",I130270015,VALLON DE LA ROQUETTE,Parcours fixe de course d’orientation,Divers équipements Sports de nature,"[""Course d'orientation - Pédestre""]",true,,MARECHAL JUIN,13027,,Commune,false
178339,"{'lon': 5.6158, 'lat': 43.1771}",I130280014,BASE NAUTIQUE MUNICIPALE,Port de plaisance,Site d'activités aquatiques et nautiques,"['Aviron', 'Canoë de randonnée']",true,,NOUVEAU PORT DE PLAISANCE,13028,,Commune,true
178343,"{'lon': 5.34558, 'lat': 43.5732}",I130320003,COMPLEXE OMNISPORT,Dojo / Salle d'arts martiaux,Salle de combat,['Judo / Jujitsu / Taïso'],false,,chemin des grappons,13032,,Commune,true
178344,"{'lon': 5.32463, 'lat': 43.57794}",I130320004,CENTRE EQUESTRE LE HARAS DES OLIVIERS,Carrière,Equipement équestre,"['Dressage', 'Equitation', ""Saut d'obstacle""]",false,,1400 CHEMIN DE RASTEL,13032,,Association(s),false
178346,"{'lon': 5.1904, 'lat': 43.3569}",I130330004,TENNIS CLUB D'ENSUES,Court de tennis,Court de tennis,['Tennis'],false,,Avenue de la Côte Bleue,13033,,Commune,true
178347,"{'lon': 4.94621569, 'lat': 43.76116779}",I130340003,STADE GASTON BREUGNE,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],true,,ROUTE DE MOURIES,13034,,Commune,true
178350,"{'lon': 5.02651, 'lat': 43.71758}",I130350013,SITE DE MODELISME AUTOMOBILE,Site de modélisme automobile,Site de modélisme,['Modélisme automobile radio-guidé'],false,,ROUTE D'ORGON,13035,,Commune,true
178355,"{'lon': 4.9435, 'lat': 43.4446}",I130390002,GYMNASE DE LA JONQUIERE,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Gymnastique Rythmique', 'Handball / Mini hand / Handball de plage', 'Tennis de table', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,BOULEVARD DE LA MEGLE,13039,,Commune,true
178356,"{'lon': 4.9478, 'lat': 43.4333}",I130390004,PLATEAU SPORTIF JEAN GIONO,Multisports/City-stades,Multisports/City-stades,['Basket-Ball'],true,,AVENUE JEAN MOULIN,13039,,Commune,false
178359,"{'lon': 5.55505, 'lat': 43.45284}",I130400001,COMPLEXE SPORTIF SAINT FRANCOIS,Salle de danse,Salle ou terrain spécialisé,['Autres Danses'],false,,CHEMIN SAINT FRANCOIS,13040,,Commune,true
178362,"{'lon': 5.50555, 'lat': 43.45396}",I130400007,CLUB HIPPIQUE DE STE VICTOIRE,Carrière,Equipement équestre,"['Equitation', 'Horse - Ball', ""Saut d'obstacle""]",false,,chemin des ventilateurs les sauvaires,13040,,Etablissement privé commercial,false
178363,"{'lon': 5.4443, 'lat': 43.45311}",I130400008,TENNIS CLUB  ARGELAS,Court de tennis,Court de tennis,['Tennis'],false,,impasse de la Farigoule   chemin de st françois,13040,,Association(s),false
178365,"{'lon': 5.559875, 'lat': 43.44581}",I130400012,"SKATE PARK, PLATEAU MULTISPORT ET PARCOURS SPORTIF",Skatepark,Skatepark & vélo Freestyle,['Planche à roulettes (Skate)'],true,,CHEMIN DES VERTUS,13040,,Commune,false
178367,"{'lon': 5.476217, 'lat': 43.456211}",I130410016,PISCINE MUNICIPALE.,Bassin mixte de natation,Bassin de natation,['Baignade loisirs'],,,RUE RAYNAUD,13041,CPA,EPCI,true
178368,"{'lon': 5.67824, 'lat': 43.30513}",I130420004,Torrent du Fauge,Canyon,Divers équipements Sports de nature,['Canyonisme'],true,,,13042,,Association(s),false
178372,"{'lon': 5.238, 'lat': 43.3946}",I130430008,SALLE DE LA REPUBLIQUE,Salle de boxe,Salle de combat,"['Autres Danses', 'Boxe Anglaise', 'Gymnastique volontaire']",false,,11 RUE DE LA REPUBLIQUE,13043,,Commune,false
178378,"{'lon': 4.986088, 'lat': 43.504325}",I130470013,BOWLING DE LA PYRAMIDE,Bowling,Bowling,['Bowling'],false,,RUE DE L'EQUERRE ISTRES,13047,,Etablissement privé commercial,false
178379,"{'lon': 4.98587, 'lat': 43.49776}",I130470019,GYMNASE ROLAND CAUCHE,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,ALLEE ANDRE LIORENS,13047,,Commune,true
178380,"{'lon': 4.9979, 'lat': 43.49997}",I130470021,BASE NAUTIQUE DES HEURES CLAIRES,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,['Planche à Voile'],false,,PORT DES HEURES CLAIRES,13047,,Commune,false
178383,"{'lon': 5.469689, 'lat': 43.516916}",I130010102,INSTALLATIONS SPORTIVES ECOLE DU VAL ST ANDRE,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,75 Rue  Edmond Michelet,13001,,Commune,false
178384,"{'lon': 5.455728, 'lat': 43.516635}",I130010114,INSTALLATION SPORTIVES ECOLES DE CUQUES,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],true,,1 RUE DE CUQUES,13001,,Commune,false
178385,"{'lon': 5.429576, 'lat': 43.563419}",I130010117,INSTALLATION SPORTIVES ECOLE ET CENTRE AERE DE COUTHERON,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Tennis', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",true,,ROUTE PUYRICARD  HAMEAU DE COUTHERON,13001,,Commune,false
178388,"{'lon': 5.602814, 'lat': 43.172862}",I130280020,COLLEGE JEAN JAURES,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,55 Boulevard Bertolucci,13028,,Département,false
178392,"{'lon': 4.9791, 'lat': 43.4924}",I130470032,PLATEAU SCOLAIRE DU CLOS DE LA ROCHE,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,HAMEAU ST FELIX RASSUEN,13047,,Commune,false
178393,"{'lon': 5.08862, 'lat': 43.70042}",I130490003,PLATEAU EPS ECOLE PRIMAIRE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,Allée des Ecoles,13049,,Commune,true
178394,"{'lon': 5.26327, 'lat': 43.65484}",I130500005,DOJO,Dojo / Salle d'arts martiaux,Salle de combat,"['Gymnastique Artistique', 'Gymnastique Aérobic', 'Gymnastique volontaire', 'Judo / Jujitsu / Taïso', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...']",false,,Avenue de Verdun,13050,,Commune,false
178395,"{'lon': 5.12021, 'lat': 43.59543}",I130510003,STADE GABRIEL NELET,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,NEGUEDIX,13051,,Commune,true
178397,"{'lon': 5.141959, 'lat': 43.55444}",I130510009,SITE D'ESCALADE DE CHATEAU VIRANT/CALISSANNE,Site d'escalade en falaise,Divers équipements Sports de nature,['Escalade'],true,,,13051,,Association(s),false
178398,"{'lon': 4.78236, 'lat': 43.83076}",I130520004,SALLE DES JEUNES,Salle de cours collectifs,Equipement d'activités de forme et de santé,"['Autres Danses', 'Gymnastique Aérobic', 'Judo / Jujitsu / Taïso']",false,,PLACE GONNOT,13052,,Commune,false
178403,"{'lon': 5.36529606113, 'lat': 43.3039007872}",I130550004,BASIC FIT,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Activités de forme et de santé'],false,www.basic-fit.com,4 Quai de la Joliette,13202,BASIC FIT,,false
178405,"{'lon': 5.39593254659, 'lat': 43.2947101236}",I130550008,BASIC FIT,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Activités de forme et de santé'],false,www.basic-fit.com,11a Rue Briffaut,13205,BASIC FIT,,false
178407,"{'lon': 5.38748482332, 'lat': 43.3281041118}",I130550010,BASIC FIT,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Activités de forme et de santé'],false,www.basic-fit.com,163 Chemin de Sainte - Marthe,13214,BASIC FIT,,false
178408,"{'lon': 5.04483, 'lat': 43.39732}",I130560004,PARC DES SPORTS FLORIAN AURELIO,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,allée pablo picasso,13056,,Commune,true
178410,"{'lon': 5.038426, 'lat': 43.389478}",I130560028,BALL TRAP CLUB DE MARTIGUES,Pas de tir aux plateaux,Pas de tir,['Fosse universelle'],false,,7 SQUARE JOLIOT CURIE,13056,,Commune,false
178411,"{'lon': 5.057797, 'lat': 43.422356}",I130560040,GYMNASE RIOUALL RAOUL,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,ROUTE D'ISTRES,13056,,Commune,false
178413,"{'lon': 5.0283, 'lat': 43.4151}",I130560046,PLATEAU D'EVOLUTION ROBERT DAUGEY,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,BOULEVARD DES ESPIGAU CROIX SAINTE,13056,,Commune,false
178417,"{'lon': 5.047273, 'lat': 43.440072}",I130560063,GRAND PARC DE FIGUEROLLES,Boucle de randonnée,Divers équipements Sports de nature,['Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial'],true,,AVENUE DU PARC,13056,,Commune,false
178418,"{'lon': 5.050668, 'lat': 43.332519}",I130560068,PLAGE DU VERDON,Baignade aménagée,Site d'activités aquatiques et nautiques,"['Baignade loisirs', 'Sauvetage côtier/Surfboat']",true,,LA COURONNE,13056,,Commune,true
178420,"{'lon': 5.0398, 'lat': 43.329}",I130560070,SPOT FUN BOARD ET SURF DES ARNETTES,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,"['Planche à Voile', 'Surf']",true,,PORT DE CARRO CARRO,13056,,Commune,false
178424,"{'lon': 5.522042, 'lat': 43.635117}",I130590002,TENNIS CLUB,Court de tennis,Court de tennis,['Tennis'],false,,La Plaine,13059,,Association(s),true
178426,"{'lon': 5.50201, 'lat': 43.41714}",I130620004,STADE DE LA TOUR,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],true,,QUARTIER DE LA TOUR,13062,,Commune,false
178427,"{'lon': 5.47834, 'lat': 43.42748}",I130620008,BOULODROME DES MOULIERES,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],true,,QUARTIER DES MOULIERES,13062,,Commune,false
178428,"{'lon': 5.0194, 'lat': 43.6073}",I130630014,STAND DE TIR SPORTIF,Pas de tir à la cible,Pas de tir,['Carabine (hors 300m) / Pistolet / Plateaux'],false,,CHEMIN DES CONTINES,13063,,Commune,false
178432,"{'lon': 4.91432, 'lat': 43.88456}",I130660010,STADE DE BONPAS,Terrain mixte,Terrain de grands jeux,"['Football / Football en salle (Futsal)', 'Rugby à 15 / Rugby à 7']",false,,Chemin du Stade,13066,,Commune,true
178434,"{'lon': 4.90541, 'lat': 43.83448}",I130660014,TENNIS DES PALUDS,Court de tennis,Court de tennis,['Tennis'],false,,Chemin des Mules,13066,,Commune,false
178436,"{'lon': 5.008227, 'lat': 43.809081}",I130670001,STADE TABERNER,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,Chemin du Stade,13067,,Commune,true
178437,"{'lon': 5.15417, 'lat': 43.63524}",I130690006,L'ecole de la gare,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",,,Avenue Frédéric Mistral,13069,,,true
178438,"{'lon': 5.51802, 'lat': 43.27741}",I130700006,SALLE MASSABIELLE,Salles polyvalentes / des fêtes / non spécialisées,Salle non spécialisée,['Activités de forme et de santé'],false,,ALLEE DE LA PINEDE,13070,,Commune,false
178440,"{'lon': 5.3113, 'lat': 43.4097}",I130710005,PISCINE DU CANETON,Bassin ludique de natation,Bassin de natation,"['Aquagym', 'Baignade loisirs', 'Natation course sportive', 'Natation synchronisée', 'Pentathlon Moderne', 'Plongée subaquatique (Plongée libre)']",false,,CHEMIN  DE LA FERME,13071,COMMUNAUTE DU PAYS D'AIX,EPCI,false
178441,"{'lon': 5.3326, 'lat': 43.3998}",I130710016,STADE DE LA MORANDIERE,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,AVENUE PAUL BRUTUS,13071,,Commune,false
178442,"{'lon': 5.3323, 'lat': 43.3999}",I130710021,GYMNASE ALAIN COLAS,Salle multisports (gymnase),Salle multisports,"['Boxe Anglaise', 'Handball / Mini hand / Handball de plage']",false,,AV PAUL BRUTUS LES CADENEAUX,13071,,Commune,true
178444,"{'lon': 5.27741, 'lat': 43.40448}",I130710028,ECURIE LC,Carrière,Equipement équestre,"['Equitation', ""Saut d'obstacle""]",false,,CHEMIN DE GAZANE LA MAGDELEINE QUARTIER BEAUSOLEIL,13071,,Association(s),false
178445,"{'lon': 5.6335, 'lat': 43.4469}",I130720001,BASE DE LOISIRS DE LA GARENNE,Court de tennis,Court de tennis,['Tennis'],false,,,13072,,Commune,false
178447,"{'lon': 5.5781, 'lat': 43.3859}",I130730006,TERRAIN MULTISPORT DE PEYPIN,Multisports/City-stades,Multisports/City-stades,['Football / Football en salle (Futsal)'],false,,ROUTE DE VALDONNE,13073,,Commune,true
178448,"{'lon': 5.58072, 'lat': 43.38437}",I130730007,TENNIS MUNICIPAUX,Court de tennis,Court de tennis,['Tennis'],false,,AVENUE DES BELLONETS,13073,,Association(s),true
178449,"{'lon': 5.60111, 'lat': 43.62305}",I130740009,DOMAINE EQUESTRE DE L'HALEZANE,Carrière,Equipement équestre,"['Dressage', 'Equitation', ""Saut d'obstacle""]",false,,ROUTE DE TREMPASSE LES BLANQUETTES,13074,,Etablissement privé commercial,false
178450,"{'lon': 5.0174, 'lat': 43.83046}",I130760003,PLAN D'ORGON SPORTS MOTOS,Circuit de motocross,Circuit/piste de sports mécaniques,['Moto verte'],true,,ROUTE DU PONT,13076,,Association(s),true
178451,"{'lon': 5.0082, 'lat': 43.80977}",I130760007,COMPLEXE SPORTIF RENE BERUD,Terrain de rugby,Terrain de grands jeux,['Rugby à 15 / Rugby à 7'],false,,AVENUE DU STADE,13076,,Commune,true
178452,"{'lon': 5.03284, 'lat': 43.80152}",I130760008,FOSSE DE TIR DE LA DURANCE,Pas de tir aux plateaux,Pas de tir,['Fosse universelle'],false,,2ème SOUILLE DE LA DURANCE,13076,,Association(s),false
178453,"{'lon': 4.99222666025, 'lat': 43.4185489169}",I130770007,GYMNASE FREDERIC MISTRAL,Court de tennis,Court de tennis,['Tennis'],true,,Avenue Frédéric Mistral,13077,,Commune,false
178454,"{'lon': 4.9939, 'lat': 43.4079}",I130770008,COMPLEXE SPORTIF LES COMTES (TERRAINS DE FOOTBALL + GYMNASE),Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,Rue Marcel Gaussorgues,13077,,Commune,false
178455,"{'lon': 4.79908, 'lat': 43.39394}",I130780003,COMPLEXE SPORTIF GEORGES TABERNER,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,AVENUE GEORGES GABRIELLI,13078,,Commune,true
178458,"{'lon': 4.85286, 'lat': 43.38789}",I130780008,SOCIETE NAUTIQUE,Port de plaisance,Site d'activités aquatiques et nautiques,['Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing'],true,,ANSE DE CARTEAU PORT ABRI,13078,,Association(s),true
178459,"{'lon': 4.79652, 'lat': 43.39635}",I130780009,MICRO SITE JEAN PIERRE PAPIN,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,QUARTIER VAUBAN,13078,,Commune,true
178460,"{'lon': 4.80264, 'lat': 43.393}",I130780011,MICRO SITE AMBROISE CROIZAT,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,RESIDENCE AMBROISE CROIZAT,13078,HLM LOGIREM,Etablissement Public,true
178461,"{'lon': 4.7915, 'lat': 43.3962}",I130780015,PARCOURS DE SANTE,Parcours sportif/santé,Parcours sportif/santé,['Activités de forme et de santé'],true,,rue victor sardou BOIS FRANCOIS,13078,,Commune,true
178462,"{'lon': 4.8792, 'lat': 43.3529}",I130780019,PLAGE,Baignade aménagée,Site d'activités aquatiques et nautiques,['Baignade loisirs'],true,,PLAGE NAPOLEON,13078,,Commune,false
178465,"{'lon': 5.6729383, 'lat': 43.52529229}",I130790007,FOYER RURAL,Salles polyvalentes / des fêtes / non spécialisées,Salle non spécialisée,"['Activités de forme et de santé', 'Autres Danses', 'Gymnastique volontaire']",false,,SQUARE CASANOVA,13079,,Commune,true
178466,"{'lon': 5.42301, 'lat': 43.66064}",I130800001,COSEC,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,AV DU STADE,13080,,Commune,true
178467,"{'lon': 5.4384, 'lat': 43.64015}",I130800009,CENTRE EQUESTRE LES PONEYS DE LA RABIOTTE,Carrière,Equipement équestre,"['Dressage', 'Equitation', ""Saut d'obstacle""]",false,,CHEMINS DES PIERRETTES QUARTIER LES MARITONS SAINT CANADET,13080,,Etablissement privé commercial,false
178469,"{'lon': 5.22856, 'lat': 43.4888}",I130810015,ESPACE JEAN JAURES,Pas de tir à la cible,Pas de tir,['Carabine (hors 300m) / Pistolet / Plateaux'],false,,60 BD JEAN JAURES,13081,,Commune,false
178472,"{'lon': 5.30918, 'lat': 43.71727}",I130840002,SALLE DE BOXE,Salle de boxe,Salle de combat,['Boxe Anglaise'],false,,COURS FOCH,13084,,Commune,false
178473,"{'lon': 5.30018, 'lat': 43.72688}",I130840010,EARL ECURIE ET ELEVAGE LIPIZZAN PHILIP,Carrière,Equipement équestre,"['Dressage', 'Equitation']",false,,LES VANADES SUD,13084,,Etablissement privé commercial,false
178475,"{'lon': 5.58819, 'lat': 43.247}",I130850005,DOJO BEDOULEM,Dojo / Salle d'arts martiaux,Salle de combat,"['Activités de forme et de santé', 'Autres Danses', 'Judo / Jujitsu / Taïso', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...', 'Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan']",false,,AVENUE DU LT AMDREISS,13085,,Association(s),true
178477,"{'lon': 5.6119959999999995, 'lat': 43.484567}",I130870013,BOULODROME,Terrain de boules,Boulodrome,"['Pétanque et jeu provencal', 'Sports boules']",false,,CHEMIN DU LAPIN,13087,,Commune,true
178478,"{'lon': 5.25045, 'lat': 43.36962}",I130880002,Massif Spéléologique de l'Estaque/Nerthe,Espace de pratique spéléologique,Divers équipements Sports de nature,['Spéléologie'],true,,,13088,,Association(s),false
178480,"{'lon': 5.24038, 'lat': 43.3312}",I130880004,MER MEDITERRANEE SITES DE PLONGEE DU ROVE,Site de plongée,Site d'activités aquatiques et nautiques,"[""Plongée d'exploration / Photographie subaquatique"", 'Plongée en apnée', 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13088,,Etat,false
178482,"{'lon': 4.94292, 'lat': 43.83714}",I130890002,PARC COMMUNAL DU CHATEAU,Court de tennis,Court de tennis,['Tennis'],true,,RUE LECLERC,13089,,Commune,true
178484,"{'lon': 5.592962, 'lat': 43.526512}",I130900007,MASSIF DE LA SAINTE VICTOIRE TOTEM ET TABOU LES CLEFS DU ROYAUME,Site d'escalade en falaise,Divers équipements Sports de nature,['Escalade'],true,,SAINTE VICTOIRE,13090,,Privé non commercial,false
178486,"{'lon': 5.58017, 'lat': 43.529922}",I130900017,MASSIF DE LA SAINTE VICTOIRE FALAISE DE LA CROIX,Site d'escalade en falaise,Divers équipements Sports de nature,['Escalade'],true,,SAINTE VICTOIRE,13090,,Commune,false
178490,"{'lon': 5.0454, 'lat': 43.54318}",I130920005,TENNIS CARAON,Court de tennis,Court de tennis,['Tennis'],false,,QUARTIER DU CARAON,13092,,Commune,true
178493,"{'lon': 5.0361, 'lat': 43.5487}",I130920010,PLATEAU SPORTIF JOLIOT CURIE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Course sur piste', 'Handball / Mini hand / Handball de plage', 'Saut', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,ECOLE JOLIOT CURIE,13092,,Commune,false
178497,"{'lon': 4.71746521, 'lat': 43.78524601}",I130940002,STADE MUNICIPAL JOSEPH VERAN,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,AVENUE DU STADE,13094,,Commune,true
178500,"{'lon': 4.722696, 'lat': 43.780534}",I130940007,CENTRE EQUESTRE-PONEY CLUB DES ALPILLES,Carrière,Equipement équestre,"['Dressage', 'Equitation', ""Saut d'obstacle""]",false,,ROUTE D'AVIGNON RD 570 CHEMIN DU MAS DES ARTAUDS,13094,,Etablissement privé commercial,false
178502,"{'lon': 4.4259, 'lat': 43.4614}",I130960005,TERRAIN BI-CROSS,Piste de bicross,Equipement de cyclisme,['Bicross (BMX)'],true,,TERRAIN DES ARNELLES,13096,,Commune,false
178504,"{'lon': 4.4305, 'lat': 43.451}",I130960009,SALLE DE DANSE MAIRIE,Salle de danse,Salle ou terrain spécialisé,"['Autres Danses', 'Expression gymnique', 'Gymnastique Artistique', 'Gymnastique Aérobic', 'Gymnastique Rythmique', 'Gymnastique volontaire']",false,,RUE LEON GAMBETTA,13096,,Commune,false
178505,"{'lon': 4.81498, 'lat': 43.63994}",I130970003,TERRAIN DE PROXIMITE DU LOGISSON,Multisports/City-stades,Multisports/City-stades,['Basket-Ball'],true,,RUE DE LA LAURE,13097,,Commune,true
178506,"{'lon': 4.81999, 'lat': 43.63884}",I130970009,SALLE DE TIR A l'ARC,Pas de tir à l'arc,Pas de tir,"[""Tir à l'arc""]",false,,AVENUE NOSTRADAMUS,13097,,Commune,true
