id,equip_coordonnees,inst_numero,inst_nom,equip_type_name,equip_type_famille,aps_name,equip_acc_libre,equip_url,inst_adresse,new_code,equip_prop_nom,equip_gest_type,inst_acc_handi_bool
2177,"{'lon': 5.378577, 'lat': 43.491026}",I130010014,ENTE:ECOLE NATIONALE DES TECHNICIENS DE L'EQUIPEMENT,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,680 RUE ALBERT EINSTEIN Pôle d'activité d'Aix en Provence,13001,,Etat,true
2178,"{'lon': 4.613649, 'lat': 43.685454}",I130040003,COMPLEXE ROBERT MOREL,Terrain de football,Terrain de grands jeux,"['Football / Football en salle (Futsal)', 'Pétanque et jeu provencal']",false,,RUE ROBERT MARTIN,13004,,Commune,false
2179,"{'lon': 5.64417, 'lat': 43.36919}",I130070004,COMPLEXE SPORTIF DES ARTAUDS,Terrain de football,Terrain de grands jeux,"['Football / Football en salle (Futsal)', 'Rugby à 15 / Rugby à 7']",false,,AV DES ARTAUDS,13007,,Commune,true
2180,"{'lon': 5.34994751215, 'lat': 43.4468732638}",I130190006,COMPLEXE SPORTIF RAYMOND MARTIN,Dojo / Salle d'arts martiaux,Salle de combat,"['Aikido / Aikibudo / Budo', 'Gymnastique Artistique', 'Judo / Jujitsu / Taïso', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...', 'Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine', 'Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan']",false,,Avenue Raymond Martin,13019,,Commune,false
2181,"{'lon': 5.24800211191, 'lat': 43.7134357816}",I130240009,TENNIS CLUB,Piste de padel,Salle ou terrain spécialisé,['Padel'],false,,AVENUE DES BOIS,13024,,Commune,false
2182,"{'lon': 5.593961, 'lat': 43.488639}",I130250001,TENNIS CLUB NEGRELIEN,Court de tennis,Court de tennis,['Tennis'],false,,LA GAVOTTE,13025,,Commune,false
2183,"{'lon': 5.14134752401, 'lat': 43.3986661257}",I130260002,COMPLEXE SPORTIF DE LA PLAINE DES SPORTS,Terrain de foot 5x5,Terrain extérieur de petits jeux collectifs,['Football / Football en salle (Futsal)'],true,,161 avenue du bolmon,13026,,Commune,true
2184,"{'lon': 5.20126, 'lat': 43.41534}",I130540020,PARC DES SPORTS DU BOLMON,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],false,,Rue Edmond Rostand,13054,,Commune,false
2185,"{'lon': 5.511898, 'lat': 43.283265}",I130700001,COMPLEXE SPORTIF GERMAIN CAMOIN,Court de tennis,Court de tennis,['Tennis'],true,,LA PENNE SUR HUVEAUNE,13070,,Commune,true
2186,"{'lon': 5.57506, 'lat': 43.64304}",I130740003,TENNIS CLUB PEYROLLES,Court de tennis,Court de tennis,['Tennis'],true,,ROUTE DU PLAN,13074,,Commune,false
2187,"{'lon': 5.68265093, 'lat': 43.52703822}",I130790001,COMPLEXE SPORTIF,Court de tennis,Court de tennis,['Tennis'],false,,CHEMIN DE PALLIERE,13079,,Commune,true
2188,"{'lon': 5.2620000000000005, 'lat': 43.3731}",I130880005,COMPLEXE SPORTIF BLAISE GOUIRAND,Court de tennis,Court de tennis,['Tennis'],false,,RUE DU STADE,13088,,Commune,true
2189,"{'lon': 4.80775, 'lat': 43.64071}",I130970011,HALLE DES SPORTS STADE DES ALPILLES,Stade d’athlétisme,Equipement d'athlétisme,"['Course sur piste', 'Lancer', 'Saut']",false,,AVENUE DES ALPILLES,13097,,Commune,true
2190,"{'lon': 4.8379, 'lat': 43.7961}",I131000015,COSEC,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,Avenue Plaisance du Touch,13100,,Commune,true
2191,"{'lon': 5.099725, 'lat': 43.331178}",I131040007,CLUB DE TENNIS,Court de tennis,Court de tennis,['Tennis'],false,,AVENUE DES MICOCOULIERS Parc du grand vallat,13104,,Association(s),true
2192,"{'lon': 5.4383, 'lat': 43.43387}",I131070002,COMPLEXE SPORTIF ET CULTUREL,Skatepark,Skatepark & vélo Freestyle,['Planche à roulettes (Skate)'],true,,ROUTE DE GARDANNE,13107,,Commune,true
2193,"{'lon': 4.6628, 'lat': 43.8198}",I131080007,COMPLEXE RENE CASSIN,Dojo / Salle d'arts martiaux,Salle de combat,"['Aikido / Aikibudo / Budo', 'Judo / Jujitsu / Taïso']",false,,ROUTE DE MEZOARGUES,13108,,Commune,true
2194,"{'lon': 5.3827, 'lat': 43.2964}",I132010006,LYCEE THIERS,Multisports/City-stades,Multisports/City-stades,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,5 PLACE DU LYCEE,13201,,Etablissement privé commercial,true
2195,"{'lon': 5.39511, 'lat': 43.2948}",I132050002,CERCLE SAINT MICHEL,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],false,,9 Rue Briffaut,13205,,Association(s),false
2196,"{'lon': 5.3105, 'lat': 43.2821}",I132070011,CENTRE VACANCES LEO LAGRANGE,Terrain de football,Terrain de grands jeux,"['Football / Football en salle (Futsal)', 'Football Américain / Flag']",false,,ILE DU FRIOUL,13207,,Association(s),true
2197,"{'lon': 5.39171, 'lat': 43.26185}",I132080013,ASSOCIATION J.B FOUQUE ESPACE DES SAINTS ANGES,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,272 AVENUE DE MAZARGUES,13208,,Association(s),true
2198,"{'lon': 5.2308, 'lat': 43.1992}",I132080077,"MER MEDITERANNEE SITES DE PLONGEE ""EPAVES""",Site de plongée,Site d'activités aquatiques et nautiques,"[""Plongée d'exploration / Photographie subaquatique"", 'Plongée en apnée', 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13208,,Etat,false
2199,"{'lon': 5.42872, 'lat': 43.23772}",I132090010,TENNIS CLUB PHOCEEN LUMINY,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],false,,RUE HENRI COCHET,13209,,Association(s),false
2200,"{'lon': 5.4237400000000004, 'lat': 43.28459}",I132100012,COMPLEXE SPORTIF LEDEUC,Court de tennis,Court de tennis,['Tennis'],false,,282 BOULEVARD MIREILLE LAUZE,13210,,Commune,true
2201,"{'lon': 5.450239, 'lat': 43.301066}",I132120004,TENNIS GALLIA,Court de tennis,Court de tennis,['Tennis'],false,,25 Avenue louis malosse,13212,,Etablissement privé commercial,true
2202,"{'lon': 5.45768, 'lat': 43.31253}",I132120044,STADE ESPERANZA,Court de tennis,Court de tennis,['Tennis'],false,,131 AVENUE FERNANDEL,13212,,Commune,false
2203,"{'lon': 5.45169, 'lat': 43.31007}",I132120045,TENNIS LA GENETIERE,Court de tennis,Court de tennis,['Tennis'],false,,BD DE LA MARNE,13212,,Commune,false
2204,"{'lon': 5.379912, 'lat': 43.351837}",I132140001,CENTRE SPORTIF DEPARTEMENTAL DE FONTAINIEU,Terrain de pétanque,Boulodrome,,false,,75 CHEMIN DE FONTAINIEU QUARTIER SAINT JOSEPH,13214,,Département,false
2205,"{'lon': 5.3741389999999996, 'lat': 43.331833}",I132140017,MODERN SQUASH,Salle ou terrain de squash,Salle ou terrain spécialisé,['Squash'],false,,9 BD GAY LUSSAC,13214,,Association(s),false
2206,"{'lon': 5.391471, 'lat': 43.324328}",I132140038,STADE GEORGES PHILIBERT,Court de tennis,Court de tennis,['Tennis'],false,,CHEMIN DE SAINTE MARTHE,13214,,Commune,true
2207,"{'lon': 5.353336, 'lat': 43.341331}",I132150009,LYCEE SAINT EXUPERY,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,529 CHEMIN DE LA MADRAGUE VILLE,13215,,Région,true
2272,"{'lon': 5.45242, 'lat': 43.517830000000004}",I130010019,Université Aix Marseille - CENTRE SPORTIF ET UNIVERSITAIRE,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,35 AVENUE JULES FERRY,13001,,Etablissement Public,true
2273,"{'lon': 5.469689, 'lat': 43.516916}",I130010102,INSTALLATIONS SPORTIVES ECOLE DU VAL ST ANDRE,Multisports/City-stades,Multisports/City-stades,"['Badminton', 'Jeu de volant']",false,,75 Rue  Edmond Michelet,13001,,Commune,false
2507,"{'lon': 5.441665, 'lat': 43.528209}",I130010023,CLUB PROVENCE TIR,Pas de tir à la cible,Pas de tir,['Carabine (hors 300m) / Pistolet / Plateaux'],false,,27 BOULEVARD DE LA REPUBLIQUE/TRAVERSE THIBAUD,13001,,Etablissement privé commercial,false
2508,"{'lon': 5.41313, 'lat': 43.517079}",I130010030,AIX GOLF,Practice,Parcours de golf,['Golf'],false,,255 Route de valcros,13001,,Etablissement privé commercial,false
2509,"{'lon': 5.427451, 'lat': 43.55076}",I130010123,AQUA FITNESS PLAZA,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,"['Activités de forme et de santé', 'Musculation']",false,,55 AVENUE DE LA 1 ERE DIVISION FRANCAISE LIBRE,13001,,Etablissement privé commercial,false
2510,"{'lon': 5.3882, 'lat': 43.54727}",I130010148,SET CLUB,Bassin ludique de natation,Bassin de natation,['Baignade loisirs'],false,http://www.setclub.com/,135 CHEMIN DE GRANET,13001,,Etablissement privé commercial,false
2511,"{'lon': 5.42709, 'lat': 43.50954}",I130010149,CLUB HIPPIQUE AIX MARSEILLE,Carrière,Equipement équestre,['Equitation'],false,,320 chemin des cavaliers,13001,,Etablissement privé commercial,false
2512,"{'lon': 5.4904, 'lat': 43.3227}",I130020002,TENNIS PART DE FONTVIEILLE,Court de tennis,Court de tennis,['Tennis'],false,,RTE DES 4 SAISONS DOMAINE FONTVEILLE,13002,,Etablissement privé commercial,false
2513,"{'lon': 4.63065, 'lat': 43.688934}",I130040001,COMPLEXE FERNAND FOURNIER POLE SPORTIF,Bassin mixte de natation,Bassin de natation,"['Natation course sportive', 'Water-Polo']",,,AVENUE DU DOCTEUR JOSEPH IMBERT,13004,,Commune,true
2514,"{'lon': 4.63899, 'lat': 43.67948}",I130040005,COMPLEXE VAN GOGH,Court de tennis,Court de tennis,['Tennis'],true,,RUE TOUR DES JONQUETS,13004,,Commune,false
2515,"{'lon': 4.636785, 'lat': 43.684163}",I130040011,COMPLEXE GEORGES MISTRAL,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],true,,RUE PIERRE SEMARD,13004,,Commune,false
2516,"{'lon': 4.73531, 'lat': 43.412788}",I130040025,STADE MICHEL CAVOUCLIS,Bassin d'exercices aquatiques,Equipement d'activités de forme et de santé,['Baignade loisirs'],,,HAMEAU SALIN DE GIRAUD,13004,,Commune,false
2517,"{'lon': 5.6457, 'lat': 43.36989}",I130070004,COMPLEXE SPORTIF DES ARTAUDS,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,AV DES ARTAUDS,13007,,Commune,true
2518,"{'lon': 4.739729, 'lat': 43.908736}",I130100001,LES ECURIES DE LA GRAMILLERE,Parcours d'obstacles,Equipement équestre,"[""Saut d'obstacle""]",false,,CHEMIN DE LA GRAMILLERE,13010,,Etablissement privé commercial,false
2519,"{'lon': 5.41704, 'lat': 43.44595}",I130150011,TENNIS MUNICIPAUX,Court de tennis,Court de tennis,['Tennis'],false,,QUARTIER LA SALLE,13015,,Association(s),false
2520,"{'lon': 5.517663, 'lat': 43.205504}",I130220013,TENNIS CLUB DE LA PRESQU'ILE,Court de tennis,Court de tennis,['Tennis'],false,,QUARTIER PORT MIOU,13022,,Etablissement privé commercial,true
2521,"{'lon': 5.246709, 'lat': 43.713487}",I130240009,TENNIS CLUB,Court de tennis,Court de tennis,['Tennis'],false,,AVENUE DES BOIS,13024,,Commune,false
2522,"{'lon': 4.867014, 'lat': 43.882705}",I130270004,COMPLEXE SPORTIF COUBERTIN,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,AV PIERRE DE COUBERTIN,13027,,Commune,true
2523,"{'lon': 5.6323, 'lat': 43.19643}",I130280008,TENNIS CLUB MUNICIPAL,Court de tennis,Court de tennis,['Tennis'],false,,Avenue Leo Lagrange,13028,,Association(s),false
2524,"{'lon': 5.6113, 'lat': 43.1763}",I130280014,BASE NAUTIQUE MUNICIPALE,Port de plaisance,Site d'activités aquatiques et nautiques,['Motonautisme / Jet hydrojet / Aéroglisseur'],true,,NOUVEAU PORT DE PLAISANCE,13028,,Commune,true
2525,"{'lon': 4.7016, 'lat': 43.7207}",I130380011,TENNIS CLUB FONTVIEILLOIS,Court de tennis,Court de tennis,['Tennis'],false,,Lotissement Magali,13038,,Commune,false
2526,"{'lon': 4.753999, 'lat': 43.830545}",I130450011,JC RANCH,Carrière,Equipement équestre,['Equitation western / Equitation camarguaise'],false,,2417 ANCIEN CHEMIN D'ARLES,13045,,Association(s),true
2527,"{'lon': 5.09744, 'lat': 43.72321}",I130490006,LES ECURIES DE LA BARONNERIE,Piste de course sur le plat,Equipement équestre,['Course sur le plat'],false,,579 CHEMIN DE LA BARONNERIE,13049,,Etablissement privé commercial,false
2528,"{'lon': 5.042521, 'lat': 43.39933}",I130560004,PARC DES SPORTS FLORIAN AURELIO,Parcours sportif/santé,Parcours sportif/santé,['Activités de forme et de santé'],false,,allée pablo picasso,13056,,Commune,true
2530,"{'lon': 5.50646, 'lat': 43.4582}",I130600007,CLUIB HIPPIQUE SAINTE VICTOIRE,Carrière de dressage/rond de longe,Equipement équestre,['Dressage'],false,,CHEMIN DES SAUVAIRES,13060,,Etablissement privé commercial,false
2531,"{'lon': 5.15326, 'lat': 43.62867}",I130690002,COMPLEXE DE LA PROUVENQUE,Skatepark,Skatepark & vélo Freestyle,['Planche à roulettes (Skate)'],true,,Chemin de la Prouvenque,13069,,Commune,true
2532,"{'lon': 5.27741, 'lat': 43.40448}",I130710028,ECURIE LC,Carrière,Equipement équestre,['Equitation'],false,,CHEMIN DE GAZANE LA MAGDELEINE QUARTIER BEAUSOLEIL,13071,,Association(s),false
2533,"{'lon': 5.002458, 'lat': 43.813324}",I130760006,GYMNASE JEAN SIDOINE,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,ALLEE DES ETOURNEAUX,13076,,Commune,true
2534,"{'lon': 4.996244, 'lat': 43.827371}",I130760009,EARL LES ECURIES DU GRAND VERGER,Parcours d'obstacles,Equipement équestre,"[""Saut d'obstacle""]",false,,1476 ROUTE DE CABANNES,13076,,Etablissement privé commercial,false
2535,"{'lon': 5.23443549871, 'lat': 43.4824404413}",I130810003,COSEC SYLVESTRE GRUZZA,Salle de gymnastique sportive,Salle ou terrain spécialisé,"['Activités de forme et de santé', 'Expression gymnique', 'Gymnastique Acrobatique', 'Gymnastique Artistique', 'Gymnastique Rythmique', 'Trampoline / Double mini-tramp']",false,,AVENUE DU 8 MAI 1945,13081,,Commune,true
2536,"{'lon': 5.622397, 'lat': 43.477304}",I130870011,PLAINE SPORTIVE,Terrain de football,Terrain de grands jeux,,,,AVENUE ROBERT BIENVENU,13087,,,true
2537,"{'lon': 5.2620000000000005, 'lat': 43.3731}",I130880005,COMPLEXE SPORTIF BLAISE GOUIRAND,Parcours sportif/santé,Parcours sportif/santé,['Activités de forme et de santé'],false,,RUE DU STADE,13088,,Commune,true
2538,"{'lon': 4.94435, 'lat': 43.83794}",I130890002,PARC COMMUNAL DU CHATEAU,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,RUE LECLERC,13089,,Commune,true
2539,"{'lon': 5.0204, 'lat': 43.454}",I130980004,COMPLEXE SPORTIF RENE JAURAS,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Balle au tambourin', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Gymnastique volontaire', 'Handball / Mini hand / Handball de plage', 'Saut', 'Tennis', 'Trampoline / Double mini-tramp', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,BOULEVARD JEAN JAURES,13098,,Commune,true
2540,"{'lon': 4.8379, 'lat': 43.7961}",I131000015,COSEC,Dojo / Salle d'arts martiaux,Salle de combat,"['Aikido / Aikibudo / Budo', 'Expression gymnique', 'Gymnastique Artistique', 'Gymnastique Rythmique', 'Judo / Jujitsu / Taïso', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...']",false,,Avenue Plaisance du Touch,13100,,Commune,true
2541,"{'lon': 5.36392, 'lat': 43.40138}",I131060001,EQUIPEMENT SPORTIF ET SOCIO-CULTUREL,Dojo / Salle d'arts martiaux,Salle de combat,['Judo / Jujitsu / Taïso'],false,,Route d’Apt,13106,,Commune,false
2542,"{'lon': 4.6628, 'lat': 43.8198}",I131080007,COMPLEXE RENE CASSIN,Dojo / Salle d'arts martiaux,Salle de combat,['Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...'],false,,ROUTE DE MEZOARGUES,13108,,Commune,true
2543,"{'lon': 5.248, 'lat': 43.4427}",I131170006,COSEC CARPENTIER,Salle multisports (gymnase),Salle multisports,"['Autres Danses', 'Basket-Ball', ""Tir à l'arc""]",false,,AV PAUL GUIGOU,13117,,Commune,false
2544,"{'lon': 5.29912, 'lat': 43.276257}",I132010001,"RADE DE MARSEILLE,LES CALANQUES ET LE FRIOUL",Site de plongée,Site d'activités aquatiques et nautiques,"['Nage avec palmes', ""Plongée d'exploration / Photographie subaquatique"", 'Plongée en apnée', 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13201,,Etat,false
2545,"{'lon': 5.37116, 'lat': 43.22732}",I132020006,Massif Spéléologique des Calanques/Veyre,Site de spéléologie sportive et/ou éducative,Divers équipements Sports de nature,['Spéléologie'],true,,,13202,,Association(s),false
2546,"{'lon': 5.403332, 'lat': 43.313333}",I132040009,FEDERATION,Terrain de boules,Boulodrome,['Pétanque et jeu provencal'],false,,14 BOULEVARD MEYER,13204,,Commune,false
2547,"{'lon': 5.310505, 'lat': 43.282133}",I132070011,CENTRE VACANCES LEO LAGRANGE,Court de tennis,Court de tennis,['Tennis'],false,,ILE DU FRIOUL,13207,,Association(s),true
2548,"{'lon': 5.38703, 'lat': 43.2595}",I132080058,COMPLEXE SPORTIF JEAN BOUIN,Terrain de volley-ball,Terrain extérieur de petits jeux collectifs,['Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley'],false,,65 avenue clot bey,13208,,Commune,false
2549,"{'lon': 5.366033, 'lat': 43.195333}",I132080075,MER MEDITERANNEE SITES DE PLONGEE ILE JARRE,Site de plongée,Site d'activités aquatiques et nautiques,"[""Plongée d'exploration / Photographie subaquatique"", 'Plongée en apnée', 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13208,,Etat,false
2550,"{'lon': 5.401282, 'lat': 43.282139}",I132100008,PALAIS OMNISPORTS MARSEILLE GRAND EST,Salle de danse,Salle ou terrain spécialisé,['Autres Danses'],false,http://www.palaisomnisport-marseille.com,12 Boulevard fernand bonnefoy,13210,,Association(s),true
2551,"{'lon': 5.493956, 'lat': 43.301454}",I132110009,TENNIS PARK DE MARSEILLE,Court de tennis,Court de tennis,['Tennis'],false,,CHEMIN  DES ACCATES,13211,,Association(s),false
2552,"{'lon': 5.35916, 'lat': 43.3657}",I132150012,COMPLEXE SPORTIF DE L'HERMITAGE,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Tennis', 'Tennis de table', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,12 RUE  FORTUNE CHAILLAN,13215,,Commune,true
2596,"{'lon': 5.437837, 'lat': 43.284868}",I132110045,LYCEE DES METIERS RENE CAILLIE,Salle multisports (gymnase),Salle multisports,"['Ballon au poing', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Tennis de table', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,173 Boulevard de Saint Loup,13211,,Etablissement Public,true
2600,"{'lon': 5.3829, 'lat': 43.2787}",I132080011,LYCEE PERIER,Salle de boxe,Salle de combat,"['Boxe Anglaise', 'Gymnastique volontaire']",false,,270 Rue paradis,13208,,Etablissement Public,false
2601,"{'lon': 5.3846, 'lat': 43.2621}",I132080027,LYCEE DAUMIER,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,46 avenue Clot Bey,13208,,Etablissement Public,true
5808,"{'lon': 5.45778, 'lat': 43.532676}",I130010124,STADE STE VICTOIRE,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],true,,AV DARIUS MILHAUD,13001,,Commune,true
5809,"{'lon': 4.650767, 'lat': 43.670146}",I130040001,COMPLEXE FERNAND FOURNIER POLE SPORTIF,Salle de tennis de table,Salle ou terrain spécialisé,['Tennis de table'],false,,AVENUE DU DOCTEUR JOSEPH IMBERT,13004,,Etablissement Public,true
5810,"{'lon': 5.5351, 'lat': 43.22945}",I130220012,COMPLEXE SPORTIF DES GORGUETTES,Court de tennis,Court de tennis,['Tennis'],false,,avenue des Gorguettes,13022,,Association(s),false
5811,"{'lon': 4.867014, 'lat': 43.882705}",I130270004,COMPLEXE SPORTIF COUBERTIN,Dojo / Salle d'arts martiaux,Salle de combat,"['Gymnastique volontaire', 'Judo / Jujitsu / Taïso', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...']",false,,AV PIERRE DE COUBERTIN,13027,,Commune,true
5812,"{'lon': 4.8691, 'lat': 43.8828}",I130270012,CENTRE NAUTIQUE,Dojo / Salle d'arts martiaux,Salle de combat,['Judo / Jujitsu / Taïso'],false,,AV PIERRE DE COUBERTIN,13027,,Commune,false
5813,"{'lon': 4.93461, 'lat': 43.59167}",I130470006,COMPLEXE SPORTIF O.ARCELLI,Court de tennis,Court de tennis,['Tennis'],false,,AVENUE DES GINESTES ENTRESSEN,13047,,Commune,false
5814,"{'lon': 5.203546, 'lat': 43.40541}",I130540002,MONDIAL SOCCER FOOT INDOOR,Terrain de soccer,Salle ou terrain spécialisé,['Football / Football en salle (Futsal)'],false,,ALLEE DE LA PALUN CD9,13054,,Etablissement privé commercial,false
5815,"{'lon': 5.2597, 'lat': 43.3377}",I130880004,MER MEDITERRANEE SITES DE PLONGEE DU ROVE,Site de plongée,Site d'activités aquatiques et nautiques,"[""Plongée d'exploration / Photographie subaquatique"", 'Plongée en apnée', 'Plongée subaquatique (Plongée libre)', 'Pêche sous marine']",true,,,13088,,Etat,false
5816,"{'lon': 4.83818, 'lat': 43.79135}",I131000016,TENNIS MUNICIPAUX,Court de tennis,Court de tennis,['Tennis'],false,,rue bertrand dauvin,13100,,Association(s),true
5817,"{'lon': 5.248, 'lat': 43.4427}",I131170006,COSEC CARPENTIER,Court de tennis,Court de tennis,['Tennis'],true,,AV PAUL GUIGOU,13117,,Commune,false
5818,"{'lon': 5.38742, 'lat': 43.25896}",I132080058,COMPLEXE SPORTIF JEAN BOUIN,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,65 avenue clot bey,13208,,Commune,false
5819,"{'lon': 5.38798, 'lat': 43.25674}",I132080059,TENNIS SMUC,Court de tennis,Court de tennis,['Tennis'],false,,65 AV CLOT BEY,13208,,Association(s),false
5820,"{'lon': 5.413029, 'lat': 43.233269}",I132090001,CENTRE PENITENTIAIRE DES BAUMETTES,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Musculation'],false,,239 CHEMIN MORGIOU,13209,,Etat,false
5903,"{'lon': 5.45918, 'lat': 43.52625}",I130010119,LYCEE MILITAIRE,Stade d’athlétisme,Equipement d'athlétisme,"['Course sur piste', 'Lancer', 'Saut']",false,,13 boulevard des poilus,13001,,Etat,false
6295,"{'lon': 5.4792, 'lat': 43.342}",I130020006,COMPLEXE SPORTIF JACQUES GAILLARD,Court de tennis,Court de tennis,"['Football / Football en salle (Futsal)', 'Tennis']",false,,Traverse le Pie d'Autry,13002,,Commune,true
6296,"{'lon': 4.9954, 'lat': 43.5011}",I130470017,COMPLEXE SPORTIF DU CEC LES HEURES CLAIRES,Salle de cours collectifs,Equipement d'activités de forme et de santé,"['Activités de forme et de santé', 'Gymnastique volontaire']",false,,LES HEURES CLAIRES,13047,,Commune,false
6297,"{'lon': 5.58594, 'lat': 43.24765}",I130850001,SITE SPORTIF,Court de tennis,Court de tennis,['Tennis'],false,,ALLEE HIPPOLYTE GONDREXON,13085,,Commune,true
6415,"{'lon': 5.4519400000000005, 'lat': 43.517830000000004}",I130010019,Université Aix Marseille - CENTRE SPORTIF ET UNIVERSITAIRE,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,35 AVENUE JULES FERRY,13001,,Etablissement Public,true
6650,"{'lon': 5.42162, 'lat': 43.52916}",I130010059,COMPLEXE SPORTIF MAURICE DAVID,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,20 avenue marcel pagnol,13001,,Commune,true
6651,"{'lon': 5.46397, 'lat': 43.50849}",I130010130,COMPLEXE SPORTIF DU VAL DE L'ARC,Terrain de football,Terrain de grands jeux,"['Football / Football en salle (Futsal)', 'Football Américain / Flag', 'Hockey en salle / Hockey sur gazon']",false,,CHEMIN DES INFIRMERIES,13001,,Commune,true
6652,"{'lon': 5.41766, 'lat': 43.56866}",I130010145,COUNTRY CLUB AIXOIS,Salles polyvalentes / des fêtes / non spécialisées,Salle non spécialisée,['Danses par Couple (Danses de compétition)'],false,,1175 CHEMIN DES CRUYES,13001,,Association(s),true
6653,"{'lon': 5.4792, 'lat': 43.342}",I130020006,COMPLEXE SPORTIF JACQUES GAILLARD,Court de tennis,Court de tennis,"['Football / Football en salle (Futsal)', 'Tennis']",false,,Traverse le Pie d'Autry,13002,,Commune,true
6654,"{'lon': 4.63599, 'lat': 43.70665}",I130040041,MAISON CENTRALE D'ARLES,Salle de boxe,Salle de combat,['Boxe Anglaise'],false,,2 RUE JOSEPH SEGUIN RD35,13004,,Etat,true
6655,"{'lon': 5.5952462554, 'lat': 43.3133117414}",I130050031,TENNIS CLUB SAINT PIERRE,Court de tennis,Court de tennis,['Tennis'],false,,St Pierre les Aubagne,13005,,Commune,false
6656,"{'lon': 5.5351, 'lat': 43.22994}",I130220012,COMPLEXE SPORTIF DES GORGUETTES,Court de tennis,Court de tennis,['Tennis'],false,,avenue des Gorguettes,13022,,Association(s),false
6657,"{'lon': 5.14135282464, 'lat': 43.3984712385}",I130260002,COMPLEXE SPORTIF DE LA PLAINE DES SPORTS,Terrain de foot 5x5,Terrain extérieur de petits jeux collectifs,['Football / Football en salle (Futsal)'],true,,161 avenue du bolmon,13026,,Commune,true
