id,equip_coordonnees,inst_numero,inst_nom,equip_type_name,equip_type_famille,aps_name,equip_acc_libre,equip_url,inst_adresse,new_code,equip_prop_nom,equip_gest_type,inst_acc_handi_bool
210335,"{'lon': 5.4296, 'lat': 43.3481}",I132130018,ECOLE D'EQUITATION DU COLLET REDON,Parcours d'obstacles,Equipement équestre,"[""Saut d'obstacle""]",false,,283 CHEMIN DE CHATEAU GOMBERT,13213,,Commune,false
210350,"{'lon': 5.433751, 'lat': 43.511797}",I130010087,COLLEGE DE LA NATIVITE,Dojo / Salle d'arts martiaux,Salle de combat,"['Judo / Jujitsu / Taïso', 'Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine']",false,,8 RUE JEAN ANDREANI,13001,,Etablissement d'enseignement privé,true
210351,"{'lon': 5.390907, 'lat': 43.504232}",I130010097,INSTALLATION SPORTIVES ECOLE AUGUSTE BOYER,Terrain de football,Terrain de grands jeux,['Football / Football en salle (Futsal)'],true,,ZAC ST JOSEPH LES MILLES,13001,,Commune,true
210352,"{'lon': 5.168256, 'lat': 43.473266}",I130140017,ESPACE SPORTIF SCOLAIRE MISTRAL,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,BOULEVARD FREDERIC MISTRAL,13014,,Commune,true
210353,"{'lon': 5.02877, 'lat': 43.68607}",I130350010,COLLEGE LUCIE AUBRAC,Piste d'athlétisme isolée,Equipement d'athlétisme,['Course sur piste'],false,,Les Coudoulieres,13035,,EPCI,true
210354,"{'lon': 5.216961, 'lat': 43.419415}",I130540003,LYCEE DES METIERS LOUIS BLERIOT,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Musculation'],false,,8 Boulevard de la Liberation,13054,,Région,true
210355,"{'lon': 5.204354, 'lat': 43.41479}",I130540029,Lycée Maurice Genevoix,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade sur PAH'],false,,Avenue du General de Gaulle,13054,,Commune,false
210356,"{'lon': 5.4227, 'lat': 43.2794}",I132100005,LYCEE PROFESSIONNEL AMPERE,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Musculation'],false,,56 Boulevard romain rolland,13210,,Etablissement Public,true
220387,"{'lon': 5.45552, 'lat': 43.52799}",I130010018,LYCEE VAUVENARGUES,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,60 BOULEVARD CARNOT,13001,,Région,false
220392,"{'lon': 5.390074, 'lat': 43.503387000000004}",I130010057,GYMNASE SCOLAIRE ROUMANILLE,Salle multisports (gymnase),Salle multisports,"['Autres Danses', 'Basket-Ball', 'Gymnastique Artistique', 'Gymnastique volontaire', 'Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan']",false,,AV ALBERT COUTON,13001,,Commune,true
220400,"{'lon': 5.46089708805, 'lat': 43.5102560151}",I130010160,GYMNASE DU LYCEE EMILE ZOLA,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Tennis', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,Avenue de la Cible,13001,,Région,true
220435,"{'lon': 5.155165, 'lat': 43.336499}",I130210010,GROUPE SCOLAIRE DU JAS NEUF,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,CHEMIN  DES DILIGENCES,13021,,Commune,true
220490,"{'lon': 5.4624369999999995, 'lat': 43.511359}",I130010004,COLLEGE ARC DE MEYRAN,Salle multisports (gymnase),Salle multisports,"['Activités de forme et de santé', 'Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Tennis', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,RUE HENRI MOISSAN,13001,,Etablissement Public,true
220491,"{'lon': 5.421416, 'lat': 43.58354}",I130010077,INSTALLATION SPORTIVE ECOLE JEAN MAUREL,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Tennis', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,Boulevard des Camus,13001,,Commune,true
220492,"{'lon': 5.414547, 'lat': 43.531621}",I130010081,INSTALLATION SPORTIVE ECOLE DES DEUX ORMEAUX,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,AV JULES PAYOT,13001,,Commune,true
220493,"{'lon': 5.390203, 'lat': 43.504176}",I130010094,INSTALLATION SPORTIVES ECOLE JOSEPH ROUMANILLE,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,36 AV ALBERT COUTON LES MILLES,13001,,Commune,false
220494,"{'lon': 5.403544, 'lat': 43.498802}",I130010108,INSTALLATION SPORTIVES ECOLE EDOUARD PEISSON,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,ROUTE DE GARDANNE LUYNES,13001,,Commune,true
220495,"{'lon': 5.432484, 'lat': 43.513753}",I130010111,INSTALLATION SPORTIVES ECOLE LES FLORALIES,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,75 Avenue du Club Hippique,13001,,Commune,true
220496,"{'lon': 5.394102, 'lat': 43.537703}",I130010113,INSTALLATIONS SPORTIVES ECOLES DES GRANETTES,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,Chemin de Granet,13001,,Commune,false
220497,"{'lon': 5.5607109999999995, 'lat': 43.291473}",I130050012,LYCEE FREDERIC JOLIOT CURIE,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,4 AVENUE DES GOUMS,13005,,Etablissement Public,true
220498,"{'lon': 5.25012, 'lat': 43.71962}",I130240006,ECOLE CHANTE-PIE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,AVENUE GASTON ROUX,13024,,Commune,false
220499,"{'lon': 4.8418600000000005, 'lat': 43.8391}",I130360004,ECOLE GABRIEL PERI,Multisports/City-stades,Multisports/City-stades,"['Badminton', 'Jeu de volant', 'Football / Football en salle (Futsal)', 'Lancer', 'Saut']",false,,RUE SERGE ROCHETTE,13036,,Commune,true
220500,"{'lon': 4.987381, 'lat': 43.503029}",I130470022,LYCEE ARTHUR RIMBAUD,Multisports/City-stades,Multisports/City-stades,['Basket-Ball'],false,,QUARTIER DES SALLES BP 50651,13047,,Etablissement Public,true
220501,"{'lon': 4.9833, 'lat': 43.5087}",I130470030,PLATEAU SCOLAIRE RENE CALAMAND,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,CHEMIN DES BEAUMES,13047,,Commune,false
220502,"{'lon': 4.9972, 'lat': 43.5076}",I130470034,PLATEAU SCOLAIRE JACQUELINE AURIOL,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,ZAC DE LA ROMANIQUETTE,13047,,Commune,false
220503,"{'lon': 5.204354, 'lat': 43.41479}",I130540029,Lycée Maurice Genevoix,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,Avenue du General de Gaulle,13054,,Commune,false
220550,"{'lon': 5.105, 'lat': 43.6256}",I131030015,ECOLE PRIMAIRE DE LURIAN,Salle multisports (gymnase),Salle multisports,"['Autres Danses', 'Badminton', 'Jeu de volant', 'Basket-Ball', 'Boxe française savate', 'Gymnastique Artistique']",false,,chemin de lurian,13103,,Commune,false
224703,"{'lon': 5.4588586092, 'lat': 43.5106139447}",I130010160,GYMNASE DU LYCEE EMILE ZOLA,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,Avenue de la Cible,13001,,Région,true
224778,"{'lon': 5.45839, 'lat': 43.524680000000004}",I130010119,LYCEE MILITAIRE,Dojo / Salle d'arts martiaux,Salle de combat,"['Autres Danses', 'Gymnastique volontaire', 'Judo / Jujitsu / Taïso']",false,,13 boulevard des poilus,13001,,Etat,false
224779,"{'lon': 5.44544, 'lat': 43.50889}",I130010151,CREPS Provence-Alpes-Côte d'Azur - Site d'Aix en Provence,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Gymnastique Rythmique']",false,,62 chemin du viaduc,13001,,Etablissement Public,true
224780,"{'lon': 5.15796303749, 'lat': 43.4878443934}",I130140021,INSTALLATIONS SPORTIVES DU COLLEGE FERNAND LEGER,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,Allée le Réveille Matin,13014,,Département,true
224781,"{'lon': 5.437986, 'lat': 43.284891}",I132110045,LYCEE DES METIERS RENE CAILLIE,Terrain de beach-volley,Terrain extérieur de petits jeux collectifs,['Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley'],false,,173 Boulevard de Saint Loup,13211,,Etablissement Public,true
225022,"{'lon': 5.37805, 'lat': 43.49036}",I130010014,ENTE:ECOLE NATIONALE DES TECHNICIENS DE L'EQUIPEMENT,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,['Musculation'],false,,680 RUE ALBERT EINSTEIN Pôle d'activité d'Aix en Provence,13001,,Etat,true
225055,"{'lon': 5.3828, 'lat': 43.2959}",I132010006,LYCEE THIERS,Salle multisports (gymnase),Salle multisports,"['Gymnastique Acrobatique', 'Gymnastique Rythmique', 'Trampoline / Double mini-tramp']",false,,5 PLACE DU LYCEE,13201,,Etablissement Public,true
225062,"{'lon': 5.4127659999999995, 'lat': 43.300559}",I132120037,COLLEGE DARIUS MILHAUD,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Escalade', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,30 BOULEVARD LOUIS ARMAND,13212,,Département,true
225118,"{'lon': 5.463556, 'lat': 43.534286}",I130010093,INSTALLATION SPORTIVES ECOLE FREDERIC MISTRAL,Multisports/City-stades,Multisports/City-stades,"['Badminton', 'Jeu de volant']",true,,AV DOYEN GUYON,13001,,Commune,true
225119,"{'lon': 5.432484, 'lat': 43.513753}",I130010111,INSTALLATION SPORTIVES ECOLE LES FLORALIES,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,75 Avenue du Club Hippique,13001,,Commune,true
225120,"{'lon': 5.41327178478, 'lat': 43.4791884635}",I130010159,LYCEE GEORGES DUBY,Salle de musculation/cardiotraining,Equipement d'activités de forme et de santé,"['Activités de forme et de santé', 'Musculation']",,,Rue Georges Duby,13001,,Région,true
225121,"{'lon': 5.07956, 'lat': 43.634911}",I131030031,LYCEE ADAM DE CRAPONNE,Bassin sportif de natation,Bassin de natation,['Natation course sportive'],,,RUE CHATEAUREDON,13103,,Région,true
225976,"{'lon': 5.446243, 'lat': 43.50892}",I130010151,CREPS Provence-Alpes-Côte d'Azur - Site d'Aix en Provence,Salle d'haltérophilie,Salle ou terrain spécialisé,"['Culturisme', 'Haltérophilie / Force athlétique', 'Musculation']",false,,62 chemin du viaduc,13001,,Etablissement Public,true
229017,"{'lon': 5.41386723518, 'lat': 43.4789951331}",I130010159,LYCEE GEORGES DUBY,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,Rue Georges Duby,13001,,Région,true
229018,"{'lon': 5.15817761421, 'lat': 43.4876593611}",I130140021,INSTALLATIONS SPORTIVES DU COLLEGE FERNAND LEGER,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,Allée le Réveille Matin,13014,,Département,true
229019,"{'lon': 5.43932, 'lat': 43.286124}",I132100007,LYCEE MARCEL PAGNOL,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,128 BOULEVARD SAINT LOUP,13210,,Etablissement Public,false
231854,"{'lon': 5.45213, 'lat': 43.51775}",I130010019,Université Aix Marseille - CENTRE SPORTIF ET UNIVERSITAIRE,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,35 AVENUE JULES FERRY,13001,,Etablissement Public,true
245113,"{'lon': 5.42408, 'lat': 43.2748}",I132100028,LYCEE JEAN PERRIN,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,74 Rue Verdillon,13210,,Etablissement Public,true
245115,"{'lon': 5.43664, 'lat': 43.293468}",I132110020,ECOLE MIXTE DE LA GROGNARDE,Terrain de handball,Terrain extérieur de petits jeux collectifs,,false,,BD SOULT,13211,,Commune,false
245118,"{'lon': 5.4193, 'lat': 43.3133}",I132120006,LYCEE PROFESSIONNEL BLAISE PASCAL,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,"['Escalade', 'Gymnastique volontaire', 'Musculation', 'Tennis de table']",false,,49 Traverse Capron,13212,,Région,true
245137,"{'lon': 5.4624369999999995, 'lat': 43.511359}",I130010004,COLLEGE ARC DE MEYRAN,Salle multisports (gymnase),Salle multisports,"['Activités de forme et de santé', 'Autres Danses', 'Tennis de table']",false,,RUE HENRI MOISSAN,13001,,Etablissement Public,true
245138,"{'lon': 5.420661, 'lat': 43.558085}",I130010098,INSTALLATIONS SPORTIVES ECOLE DE CELONY,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,200 CHEMIN DES PLATRIERES CELONY,13001,,Commune,false
245139,"{'lon': 5.45837, 'lat': 43.5247}",I130010119,LYCEE MILITAIRE,Pas de tir à la cible,Pas de tir,['Carabine (hors 300m) / Pistolet / Plateaux'],false,,13 boulevard des poilus,13001,,Etat,false
245140,"{'lon': 5.15835464001, 'lat': 43.487383028}",I130140021,INSTALLATIONS SPORTIVES DU COLLEGE FERNAND LEGER,Salle de danse,Salle ou terrain spécialisé,"['Autres Danses', 'Tennis de table']",false,,Allée le Réveille Matin,13014,,Département,true
245141,"{'lon': 5.216961, 'lat': 43.419415}",I130540003,LYCEE DES METIERS LOUIS BLERIOT,Salle de danse,Salle ou terrain spécialisé,"['Activités de forme et de santé', 'Danses par Couple (Danses de compétition)', 'Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact', 'Gymnastique Artistique', 'Tennis de table']",false,,8 Boulevard de la Liberation,13054,,Région,true
245144,"{'lon': 5.408892, 'lat': 43.328158}",I132130057,COLLEGE AUGUSTE RENOIR,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,50 AVENUE SAINT PAUL,13213,,Département,true
250105,"{'lon': 5.447134, 'lat': 43.533168}",I130010026,ECOLE DE DANSE MODERNE,Salle de danse,Salle ou terrain spécialisé,['Autres Danses'],false,,4 Traverse notre dame,13001,,Etablissement privé commercial,false
250131,"{'lon': 5.45648, 'lat': 43.53181}",I130010001,COLLÈGE DU SACRE CŒUR,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,29 COURS DES ARTS ET METIERS,13001,,Etablissement d'enseignement privé,false
250179,"{'lon': 5.6815359999999995, 'lat': 43.38085}",I130070014,TERRAIN MULTISPORTS ECOLE JULES FERRY,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Roller acrobatique']",true,,MOULIN DE REDON,13007,,Commune,true
250185,"{'lon': 5.3906600000000005, 'lat': 43.42758}",I130150002,PLATEAU SPORTIF ECOLE DES CHABAUDS,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,RN 8,13015,,Commune,false
250286,"{'lon': 5.431729, 'lat': 43.534286}",I130010093,INSTALLATION SPORTIVES ECOLE FREDERIC MISTRAL,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],true,,AV DOYEN GUYON,13001,,Commune,true
250287,"{'lon': 5.45157, 'lat': 43.537465}",I130010109,INSTALLATIONS SPORTIVES ECOLE JULES ISAAC,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",true,,37 AV JULES ISSAC,13001,,Commune,false
250297,"{'lon': 5.22207, 'lat': 43.54948}",I130370014,EQUIPEMENTS SPORTIFS DE L'ECOLE DE LA POMME DE PIN,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",true,,CHEMIN DE LA POMME DE PIN,13037,,Commune,true
250299,"{'lon': 4.9842, 'lat': 43.496}",I130470033,PLATEAU SCOLAIRE JULES FERRY,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,ZAC DU PREPAOU,13047,,Commune,false
250384,"{'lon': 5.67676, 'lat': 43.524998}",I130790005,ECOLE MATERNELLE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",true,,AVENUE DE FRERES BRAISSANT,13079,,Commune,true
250458,"{'lon': 5.05323, 'lat': 43.40992}",I130560050,COLLEGE HENRI WALLON,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage']",false,,3 Boulevard Léo Lagrange,13056,,Etablissement Public,false
250461,"{'lon': 5.49637, 'lat': 43.47542}",I130600002,GROUPE SCOLAIRE VIRGILE ARENE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Tennis']",false,,AVENUE JEAN PETIT LE PLAN,13060,,Commune,true
250463,"{'lon': 5.58202, 'lat': 43.64729}",I130740002,PLATEAUX EPS ECOLE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,RUE DES ECOLES,13074,,Commune,true
250466,"{'lon': 5.0983, 'lat': 43.63866}",I131030002,LYCEE DE L'EMPERI,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Escalade', 'Gymnastique Artistique']",false,,21 MONTEE DU PUECH BP 134,13103,,Région,true
250467,"{'lon': 5.07939, 'lat': 43.74357}",I131050002,ECOLE JEAN MOULIN,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",false,,10 Avenue Jean Moulin,13105,,Commune,false
250468,"{'lon': 4.6605, 'lat': 43.8082}",I131080018,ECOLE JULES FERRY,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Golf', 'Gymnastique Artistique', 'Saut', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,AVENUE DE PORENTRUY TARASCON,13108,,Commune,false
250508,"{'lon': 5.380768, 'lat': 43.283852}",I132060009,COLLEGE P PUGET,Salle multisports (gymnase),Salle multisports,,false,,202 R PARADIS,13206,,Etat,false
250556,"{'lon': 5.463087, 'lat': 43.285222}",I132110023,COLLEGE F. VILLON,Salles polyvalentes / des fêtes / non spécialisées,Salle non spécialisée,,false,,18 RUE COURENCQ,13211,,Commune,false
250562,"{'lon': 5.4193, 'lat': 43.3133}",I132120006,LYCEE PROFESSIONNEL BLAISE PASCAL,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,49 Traverse Capron,13212,,Région,true
250596,"{'lon': 5.3557, 'lat': 43.3583}",I132150016,LYCEE LA VISTE,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,30 Traverse bonnet,13215,,Etablissement Public,true
250625,"{'lon': 5.36935, 'lat': 43.30699}",I132020012,COLLEGE JEAN CLAUDE IZZO,Salle multisports (gymnase),Salle multisports,"['Autres Danses', 'Badminton', 'Jeu de volant', 'Basket-Ball', 'Escalade', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,2 Place jean-joseph espercieux,13202,,Département,true
250626,"{'lon': 5.37476, 'lat': 43.32012}",I132030013,ECOLE PRIMAIRE FELIX PIAT,Multisports/City-stades,Multisports/City-stades,,false,,RUE FELIX PIAT,13203,,Commune,false
250629,"{'lon': 5.40065, 'lat': 43.31181}",I132040011,ECOLE EUGENE CAS,Salle de basket,Salle ou terrain spécialisé,['Basket-Ball'],false,,217 AV CHARTREUX,13204,,Commune,false
250630,"{'lon': 5.400937, 'lat': 43.292583}",I132050011,LYCEE MARIE CURIE,Salle multisports (gymnase),Salle multisports,"['Autres Danses', 'Badminton', 'Jeu de volant', 'Basket-Ball', 'Gymnastique Rythmique', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,16 Boulevard jeanne d'arc,13205,,Région,true
250631,"{'lon': 5.36599, 'lat': 43.28251}",I132070018,GROUPE SCOLAIRE AMEDEE AUTRAN,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,10 Boulevard AMEDEE AUTRAN,13207,,Commune,true
250635,"{'lon': 5.4869, 'lat': 43.295727}",I132110037,ECOLE MIXTE LA VALENTINE,Terrain de basket-ball,Terrain extérieur de petits jeux collectifs,['Basket-Ball'],false,,AVENUE DE LA TIRANE,13211,,Commune,false
250636,"{'lon': 5.438674, 'lat': 43.305826}",I132120010,GYMNASE GROUPE SCOLAIRE LA FIGONNE,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",false,,40 AVENUE DE LA FIGONNE,13212,,Etablissement d'enseignement privé,true
250641,"{'lon': 5.36007, 'lat': 43.34753}",I132150039,Ecole Saint Louis Gare,Salle multisports (gymnase),Salle multisports,"['Basket-Ball', 'Boxe Anglaise', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan']",false,,16 Rue le chatelier,13215,,Commune,true
250642,"{'lon': 5.35387, 'lat': 43.33878}",I132150043,Ecole Calade St Louis,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...']",false,,Traverse maritime,13215,,Commune,true
260593,"{'lon': 5.394102, 'lat': 43.537703}",I130010113,INSTALLATIONS SPORTIVES ECOLES DES GRANETTES,Multisports/City-stades,Multisports/City-stades,['Hockey sur patins en ligne / Hockey sur patins'],false,,Chemin de Granet,13001,,Commune,false
260594,"{'lon': 5.41315376759, 'lat': 43.4791508355}",I130010159,LYCEE GEORGES DUBY,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade sur PAH'],false,,Rue Georges Duby,13001,,Région,true
260595,"{'lon': 5.4682033909, 'lat': 43.3224001054}",I130020015,Lycée Monte-Cristo,Piste d'athlétisme 2 à 4 couloirs,Equipement d'athlétisme,['Course sur piste'],false,,Avenue de Provence,13002,,Région,false
260596,"{'lon': 4.626824, 'lat': 43.673214}",I130040038,COLLEGE AMPERE,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,3 RUE DES FELIBRES,13004,,Etablissement Public,false
260597,"{'lon': 5.56497216225, 'lat': 43.2988103535}",I130050018,COLLEGE NATHALIE SARRAUTE,Dojo / Salle d'arts martiaux,Salle de combat,['Judo / Jujitsu / Taïso'],false,,Route d'Eoures,13005,,Commune,true
260601,"{'lon': 5.602936, 'lat': 43.172862}",I130280020,COLLEGE JEAN JAURES,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],,,55 Boulevard Bertolucci,13028,,Département,false
260603,"{'lon': 5.236216, 'lat': 43.39622}",I130430013,COLLEGE LYCEE SAINT LOUIS - SAINTE MARIE,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,['Escalade'],false,,ALLEE DE SAINT LOUIS,13043,,Etablissement d'enseignement privé,true
260690,"{'lon': 5.380768, 'lat': 43.283852}",I132060009,COLLEGE P PUGET,Multisports/City-stades,Multisports/City-stades,,false,,202 R PARADIS,13206,,Etat,false
260723,"{'lon': 5.411503, 'lat': 43.299208}",I132120036,COLLEGE LOUIS ARMAND,Terrain de handball,Terrain extérieur de petits jeux collectifs,['Handball / Mini hand / Handball de plage'],false,,30 Boulevard louis Armand,13212,,EPCI,false
260737,"{'lon': 5.355721, 'lat': 43.358307}",I132150016,LYCEE LA VISTE,Piste d'athlétisme isolée,Equipement d'athlétisme,['Course sur piste'],false,,30 Traverse bonnet,13215,,Etablissement Public,true
260768,"{'lon': 5.008719, 'lat': 43.597534}",I130630017,EQUIPEMENTS SPORTIFS DE LA MAILLE 2: GROUPE SCOLAIRE PAUL CEZANNE,Salle multisports (gymnase),Salle multisports,['Activités de forme et de santé'],false,,PLACE DES JONQUILLES,13063,,Commune,true
260770,"{'lon': 4.6635, 'lat': 43.8142}",I131080019,ECOLE ELEMENTAIRE MARCEL PAGNOL,Multisports/City-stades,Multisports/City-stades,"['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Tennis']",false,,AVENUE SEVERINE,13108,,Commune,false
260772,"{'lon': 5.3829, 'lat': 43.2787}",I132080011,LYCEE PERIER,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,270 Rue paradis,13208,,Etablissement Public,false
260774,"{'lon': 5.40629, 'lat': 43.33898}",I132140030,GYMNASE SCOLAIRE MERLAN CERISAIE,Multisports/City-stades,Multisports/City-stades,"['Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage']",false,,70 AVENUE DU MERLAN / boulevard de Santa Cruz,13214,,Commune,true
260777,"{'lon': 5.35973, 'lat': 43.3372}",I132150059,ECOLE DE LA 2eme CHANCE,Salle multisports (gymnase),Salle multisports,"['Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Gymnastique Artistique', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']",false,,360 CHEMIN DE LA MADRAGUE VILLE,13215,,Privé non commercial,true
269081,"{'lon': 5.44592, 'lat': 43.5092}",I130010151,CREPS Provence-Alpes-Côte d'Azur - Site d'Aix en Provence,Salle ou terrain de squash,Salle ou terrain spécialisé,['Squash'],false,,62 chemin du viaduc,13001,,Etablissement Public,true
269092,"{'lon': 5.433753, 'lat': 43.511791}",I130010087,COLLEGE DE LA NATIVITE,Piste d'athlétisme isolée,Equipement d'athlétisme,['Course sur piste'],false,,8 RUE JEAN ANDREANI,13001,,Etablissement d'enseignement privé,true
